Date	TP KTF10	TP KTF101	TP KTF11	TP KTF12	TP KTF17	TP KTF17 EUR	TP KTF17 USD	TP KTF18	TP KTFTUK	TP KTFTUK01
22-05-2009	20,43		18,43	16,69	14,38	7,84	8,13		19,15	
29-05-2009	19,69		17,97	16,55	13,87	6,98	5,56		18,70	
05-06-2009	20,55		18,22	16,42	13,65	6,76	6,10		19,08	
12-06-2009	20,52		17,88	16,35	13,28	7,09	5,86		18,94	
19-06-2009	20,28		18,23	16,29	13,01	6,16	5,30		18,90	
26-06-2009	20,13		18,64	16,26	12,93	6,75	6,31		18,76	
03-07-2009	19,92		18,16	16,19	13,75	6,59	6,25		18,63	
10-07-2009	19,95		18,54	16,08	13,00	6,22	7,49		18,73	
17-07-2009	19,68		18,46	15,99	13,03	6,35	5,83		18,61	
24-07-2009	19,66		18,25	15,69	13,12	6,05	3,80		18,50	
31-07-2009	19,47		17,71	15,69	12,88	7,33	7,18		18,36	
07-08-2009	19,24		17,60	15,61	12,93	5,06	5,28		18,15	
14-08-2009	18,82		16,95	15,24	12,28	4,92	6,43		17,71	
21-08-2009	18,97		16,80	14,78	11,91	5,60	4,37		17,71	
28-08-2009	17,24		16,22	13,75	11,28	4,43	5,15		16,20	
04-09-2009	16,74		15,96	13,11	11,40	5,21	4,67		15,25	
11-09-2009	16,57		15,97	12,96	10,89	5,77	5,30		14,73	
18-09-2009	16,27		15,56	12,96	10,84	5,45	4,23		14,47	
25-09-2009	16,21		15,17	12,94	11,13	4,60	4,20		14,45	
02-10-2009	16,52		14,90	12,93	11,22	4,47	5,44		14,60	
09-10-2009	17,17		15,31	12,85	10,37	5,93	4,44		14,70	
16-10-2009	17,25		15,31	12,71	10,37	5,15	3,98		14,63	
23-10-2009	17,48		15,06	12,42	10,04	5,30	5,23		14,75	
30-10-2009	16,75		14,53	12,29	10,70	4,98	7,25		14,42	
06-11-2009	16,36		14,36	12,21	9,92	6,03	4,41		14,19	
13-11-2009	15,06		14,39	12,06	9,61	5,46	5,28		13,59	
20-11-2009	14,34		13,71	12,10	9,76	5,11	5,64		13,40	
27-11-2009	14,26		13,80	12,09	9,81	5,27	3,94		13,49	
04-12-2009	14,83		13,70	12,24	10,12	6,16	3,35		13,76	
11-12-2009	14,94		13,19	12,30	9,62	4,92	4,63		13,77	
18-12-2009	15,31		12,96	12,23	9,08	4,94	3,92		13,86	
25-12-2009	15,19		12,68	12,21	9,06	4,90	4,56		13,92	
01-01-2010	14,89		12,36	12,06	9,24	4,82	4,26		13,68	
08-01-2010	15,13		12,88	12,24	9,14	4,26	3,91		13,86	
15-01-2010	15,09		13,73	12,16	9,23	5,00	3,15		13,82	
22-01-2010	14,78		13,63	12,23	9,17	3,59	3,98		13,84	
29-01-2010	14,89		13,31	11,96	9,53	4,48	4,97		13,76	
05-02-2010	14,72		13,63	12,04	8,75	3,30	4,48		13,67	
12-02-2010	14,53		13,36	12,02	9,05	3,97	4,01		13,61	
19-02-2010	14,27		13,22	11,97	8,61	4,71	5,21		13,44	
26-02-2010	14,23		12,88	11,87	8,92	4,00	4,05		13,36	
05-03-2010	14,87		12,99	11,75	8,58	4,24	4,04		13,65	
12-03-2010	14,78		12,92	11,85	8,82	3,41	3,75		13,72	
19-03-2010	14,52		12,74	11,78	8,56	4,53	4,59		13,58	
26-03-2010	14,04		12,26	11,63	8,83	3,26	3,37		13,10	
02-04-2010	13,99		11,98	11,49	9,57	4,46	4,09		12,96	
09-04-2010	14,21		12,16	11,49	9,06	3,57	4,47		13,05	
16-04-2010	13,87		12,04	11,43	9,54	3,31	4,38		12,87	
23-04-2010	14,13		12,05	11,57	9,38	3,28	2,96		13,18	
30-04-2010	13,86		11,83	11,52	9,26	4,17	4,47		12,96	
07-05-2010	14,15		11,31	11,32	8,63	4,29	3,97		13,00	
14-05-2010	14,22		12,02	11,44	8,75	3,58	4,30		13,11	
21-05-2010	14,22		11,89	11,65	9,01	5,77	3,55		13,25	
28-05-2010	14,19		11,74	11,61	9,23	3,96	2,70		13,25	
04-06-2010	14,20		11,70	11,50	8,72	5,21	4,14		13,13	
11-06-2010	14,07		11,88	11,32	9,20	4,51	5,16		13,03	
18-06-2010	14,21		11,77	11,26	9,08	4,12	3,59		13,09	
25-06-2010	13,97		11,65	11,10	9,50	4,87	3,66		12,88	
02-07-2010	13,91		11,29	11,05	9,42	4,57	3,96		12,72	
09-07-2010	13,92		11,69	11,03	9,07	4,53	4,76		12,81	
16-07-2010	13,81		11,65	10,98	8,97	4,23	5,78		12,77	
23-07-2010	13,79		11,36	10,93	9,00	4,32	4,41		12,72	
30-07-2010	13,29		10,93	10,88	8,85	4,05	4,27		12,38	
06-08-2010	13,50		11,00	10,76	8,84	3,56	4,91		12,44	
13-08-2010	13,40		10,95	10,81	8,85	4,24	5,17		12,33	
20-08-2010	12,64		10,81	10,74	8,99	4,91	4,20		11,87	
27-08-2010	12,51		10,72	10,70	8,65	4,18	3,64		11,79	
03-09-2010	12,43		10,63	10,64	8,91	3,90	3,48		11,78	
10-09-2010	12,37		10,86	10,65	9,15	3,66	3,64		11,76	
17-09-2010	12,46		10,92	10,62	8,45	3,65	3,29		11,79	
24-09-2010	12,53		10,74	10,66	8,73	3,61	3,32		11,80	
01-10-2010	12,39		10,63	10,47	8,99	4,03	3,64		11,54	
08-10-2010	12,33		10,80	10,44	8,70	4,00	3,48		11,52	
15-10-2010	12,45		10,70	10,33	8,66	3,41	4,38		11,49	
22-10-2010	12,32		10,46	10,11	8,62	4,11	3,40		11,32	
29-10-2010	12,50		10,42	10,24	8,75	4,24	3,27		11,52	
05-11-2010	12,34		10,43	10,06	8,92	4,64	3,63		11,37	
12-11-2010	12,27		10,38	9,93	8,69	3,28	3,87		11,18	
19-11-2010										
26-11-2010	12,24		9,96	9,83	8,29	4,34	3,56		11,19	
03-12-2010	12,12		9,39	9,79	8,72	4,93	4,93		11,00	
10-12-2010	12,05		10,10	9,75	8,49	3,41	3,81		10,99	
17-12-2010	11,98		9,86	9,61	8,35	3,91	4,34		10,86	
24-12-2010	11,91		9,64	9,55	8,39	4,94	3,36		10,83	
31-12-2010	11,79		9,36	9,53	8,39	4,73	4,56		10,58	
07-01-2011	11,91		10,01	9,53	8,47	2,71	3,07		10,88	
14-01-2011	12,01		10,42	9,51	8,34	4,75	4,22		10,92	
21-01-2011	11,89		10,43	9,41	8,60	5,12	4,28		10,88	
28-01-2011	11,85		10,24	9,42	8,25	4,21	4,10		10,75	
04-02-2011	11,85		10,44	9,54	8,66	3,39	4,33		10,83	
11-02-2011	11,98		10,49	9,63	8,38	3,10	4,78		11,04	
18-02-2011	11,96		10,48	9,69	8,48	4,31	4,29		11,08	
25-02-2011	11,96		10,36	9,68	8,69	3,83	3,92		11,11	
04-03-2011	11,95		10,41	9,66	8,65	4,34	5,15		11,07	
11-03-2011	12,04		10,59	9,74	8,53	4,07	4,05		11,14	
18-03-2011	11,97		10,54	9,76	8,50	4,04	4,00		11,19	
25-03-2011	12,04		10,50	9,74	8,92	3,75	4,48		11,20	
01-04-2011	12,05		10,49	9,86	8,99	4,03	5,14		11,25	
08-04-2011	12,30		10,73	9,99	9,16	4,51	4,59		11,47	
15-04-2011	12,32		10,82	10,24	9,22	3,63	4,86		11,60	
22-04-2011	12,33		10,75	10,32	9,19	4,46	4,66		11,67	
29-04-2011	12,28		10,67	10,33	9,41	3,90	4,53		11,65	
06-05-2011	12,49		10,85	10,35	9,71	4,09	4,70		11,75	
13-05-2011	12,76		11,00	10,35	9,61	5,53	4,15		11,93	
20-05-2011	12,79		10,97	10,29	9,94	4,76	4,24		11,96	
27-05-2011	12,85		10,98	10,40	9,42	4,75	5,16		12,09	
03-06-2011	12,93		11,09	10,39	9,89	5,62	4,97		12,04	
10-06-2011	13,10		11,40	10,67	10,00	5,17	4,65		12,27	
17-06-2011	13,23		11,47	10,90	10,15	4,54	4,71		12,54	
24-06-2011	13,93		11,51	11,07	10,62	5,22	4,32		13,00	
01-07-2011	15,63		11,35	11,68	10,98	4,97	4,96		14,12	
08-07-2011	16,46		12,60	11,88	11,80	5,26	5,20		14,79	
15-07-2011	16,63		12,80	12,22	10,78	6,01	5,18		15,17	
22-07-2011	16,73		12,90	12,28	11,83	5,56	4,97		15,27	
29-07-2011	17,15		12,75	12,37	11,79	5,96	5,46		15,57	
05-08-2011	17,31		13,05	12,55	11,89	7,89	5,42		15,55	
12-08-2011	17,31		12,82	12,67	11,77	5,28	5,76		15,74	
19-08-2011	17,35		12,77	12,69	11,84	5,46	5,43		15,80	
26-08-2011	17,41		12,63	12,72	10,38	5,70	4,80		15,88	
02-09-2011	17,22		13,17	12,31	11,27	5,49	4,61		16,14	
09-09-2011	17,36		13,05	12,58	11,90	5,56	5,31		16,09	
16-09-2011	17,19		13,02	12,63	10,52	5,81	6,10		15,83	
23-09-2011	17,34		12,93	12,54	12,14	6,06	5,15		15,84	
30-09-2011	17,18		12,75	12,48	11,82	6,16	4,74		15,57	
07-10-2011	17,10		12,90	12,48	12,12	5,59	4,75		15,52	
14-10-2011	17,12		12,89	12,42	11,64	4,74	4,95		15,42	
21-10-2011	17,07		12,87	12,39	11,88	6,47	4,23		15,48	
28-10-2011	17,72		13,21	12,49	13,39	5,44	6,64		15,44	
04-11-2011	19,04		13,85	13,40	14,66	5,08	6,27		16,91	
11-11-2011	19,06		14,56	14,10	12,48	6,64	4,88		17,69	
18-11-2011	19,01		13,23	14,42	12,61	6,97	4,26		17,66	
25-11-2011	19,23		12,05	14,63	13,85	6,88	5,12		17,60	
02-12-2011	19,55		11,39	14,48	14,02	8,28	5,05		17,65	
09-12-2011	19,76		11,96	14,52	14,38	5,68	5,85		17,84	
16-12-2011	19,50		12,47	14,48	13,09	5,15	5,64		17,67	
23-12-2011	19,90		12,42	14,43	15,02	4,92	5,15		17,88	
30-12-2011	19,78		11,85	14,35	14,89	7,13	6,24		17,10	
06-01-2012	20,12		13,90	14,40	16,04	5,68	6,07		18,06	
13-01-2012	20,14		15,48	14,50	15,30	4,75	5,10		18,34	
20-01-2012	19,79		15,51	14,52	15,80	5,92	5,63		18,22	
27-01-2012	19,84		15,27	14,58	14,05	3,81	5,12		18,28	
03-02-2012	19,64		15,11	14,49	15,73	6,59	7,30		18,05	
10-02-2012	19,49		15,25	14,07	15,55	5,50	4,96		17,84	
17-02-2012	19,26		14,68	13,77	13,68	5,17	6,97		17,56	
24-02-2012	19,30		14,24	13,38	14,50	6,06	5,59		17,33	
02-03-2012	19,20		13,95	13,45	14,51	5,53	6,00		17,25	
09-03-2012	19,09		13,88	13,38	14,20	6,93	6,66		17,15	
16-03-2012	18,57		13,24	13,29	13,92	5,25	8,32		16,65	
23-03-2012	18,65		13,15	13,21	13,91	5,96	4,99		16,66	
30-03-2012	18,73		12,75	13,21	14,38	7,35	4,86		16,51	
06-04-2012	18,90		13,21	13,17	14,73	5,50	6,13		16,73	
13-04-2012	18,49		13,49	13,07	14,41	6,38	5,92		16,51	
20-04-2012	18,29		13,19	13,01	14,37	5,55	5,68		16,28	
27-04-2012	18,46		12,77	12,97	13,22	6,37	4,03		16,43	
04-05-2012	18,34		12,75	12,99	15,04	5,68	5,97		16,30	
11-05-2012	18,36		13,36	12,61	13,41	6,31	5,44		16,04	
18-05-2012	18,30		13,10	12,74	13,44	5,49	5,62		16,05	
25-05-2012	18,39		12,74	12,67	14,30	4,49	5,33		16,13	
01-06-2012	18,26		12,38	12,68	14,16	5,82	6,08		15,81	
08-06-2012	18,24		13,04	12,65	14,38	5,08	5,16		16,14	
15-06-2012	17,94		13,53	12,60	14,22	4,94	6,45		15,91	
22-06-2012	17,96		13,32	12,52	14,67	4,24	5,47		15,84	
29-06-2012	18,09		12,66	12,56	14,11	4,61	5,50		15,81	
06-07-2012	17,94		13,08	12,51	14,48	4,91	6,32		15,79	
13-07-2012	17,86		13,24	12,64	14,37	6,06	4,78		15,74	
20-07-2012	17,73		13,54	12,32	14,50	6,08	5,37		15,61	
27-07-2012	17,93	39,62	13,66	12,20	16,97	5,13	5,50	12,19	15,54	31,85
03-08-2012	17,75	37,49	13,66	12,18	15,37	4,52	4,73	11,74	15,40	29,75
10-08-2012	17,62	37,76	13,74	12,14	14,90	5,11	5,09	10,93	15,51	30,77
17-08-2012	17,32	33,88	13,35	12,06	13,40	4,79	4,67	10,58	15,24	27,11
24-08-2012	17,49	45,75	13,28	12,29	15,11	5,01	4,92	10,94	15,67	39,86
31-08-2012	17,21	42,81	12,86	12,05	15,61	4,86	4,83	10,29	15,23	36,14
07-09-2012	16,79	36,94	13,30	12,00	15,13	4,24	4,59	11,12	14,85	29,71
14-09-2012	16,68	36,90	13,22	12,34	14,51	4,60	4,52	10,87	14,81	29,36
21-09-2012	16,52	35,99	12,89	12,13	14,61	4,61	4,65	11,24	14,76	29,07
28-09-2012	16,59	34,44	12,57	11,70	13,35	4,42	4,50	11,01	14,45	26,92
05-10-2012	16,61	39,32	12,86	11,65	14,68	4,99	4,50	10,76	14,43	31,13
12-10-2012	16,43	34,80	12,86	11,27	13,65	4,38	4,09	10,29	14,12	26,78
19-10-2012	16,13	33,69	12,74	11,24	13,66	4,38	4,33	10,46	13,97	25,96
26-10-2012	16,07	41,25	12,62	11,14	9,95	4,21	4,44	8,45	14,07	33,90
02-11-2012	16,18	43,57	12,46	11,03	14,23	4,55	4,13	10,23	14,01	35,95
09-11-2012	16,01	35,40	12,47	10,95	12,95	4,90	4,40	9,76	13,73	27,19
16-11-2012	15,62	32,99	12,09	10,81	11,55	4,00	4,97	8,71	13,48	26,40
23-11-2012	15,58	34,92	11,86	10,64	12,06	4,35	4,32	9,36	13,49	27,58
30-11-2012	15,24	33,33	11,45	10,42	11,80	4,76	4,11	8,77	13,19	25,95
07-12-2012	14,72	37,02	11,35	10,28	12,23	4,22	4,08	8,81	12,70	28,47
14-12-2012	14,31	34,60	11,10	10,15	11,87	4,17	4,55	8,63	12,42	26,38
21-12-2012	14,14	34,77	10,94	10,02	11,72	4,50	4,36	8,92	12,21	26,08
28-12-2012	13,83	31,26	10,66	9,90	10,97	4,32	5,34	8,83	11,92	22,96
04-01-2013	13,90	36,85	10,56	9,90	12,62	4,64	4,54	9,10	11,99	27,88
11-01-2013	14,18	35,36	11,16	9,78	12,02	4,39	4,06	8,78	12,02	26,10
18-01-2013	14,17	33,73	11,34	9,76	11,94	4,29	4,19	8,63	12,09	25,18
25-01-2013	13,97	30,01	11,17	9,66	11,62	3,92	4,09	8,48	12,07	22,92
01-02-2013	13,90	32,80	11,10	9,54	11,74	4,16	4,31	8,42	11,91	24,76
08-02-2013	13,82	29,48	11,15	9,60	12,68	4,49	4,11	8,21	11,90	22,16
15-02-2013	13,66	31,74	10,68	9,61	10,78	4,06	4,11	7,55	11,86	24,95
22-02-2013	13,64	30,12	10,72	9,56	11,85	3,92	4,14	8,49	11,87	23,01
01-03-2013	13,70	31,66	10,54	9,46	11,64	3,85	4,24	7,62	11,91	24,43
08-03-2013	13,61	28,17	10,53	9,41	11,41	3,76	3,84	7,84	11,84	21,66
15-03-2013	13,40	27,63	10,47	9,30	10,53	3,48	3,77	7,06	11,69	21,24
22-03-2013	13,48	31,09	10,50	9,29	11,60	3,65	3,80	8,03	11,77	24,21
29-03-2013	13,43	28,56	10,36	9,07	10,11	3,69	3,95	7,88	11,43	21,08
05-04-2013	13,50	29,65	10,52	9,09	12,11	4,20	3,94	8,66	11,53	22,06
12-04-2013	13,53	28,93	10,37	9,09	10,85	4,14	4,01	7,60	11,55	21,62
19-04-2013	13,33	29,09	10,23	9,06	10,92	3,76	3,66	7,58	11,58	22,40
26-04-2013	13,44	30,24	10,06	8,99	8,84	3,71	4,04	5,92	11,63	23,48
03-05-2013	13,37	30,49	10,08	9,03	9,94	3,76	3,61	7,05	11,49	23,22
10-05-2013	13,10	27,06	10,29	8,99	10,12	3,96	3,70	6,88	11,29	20,39
17-05-2013	12,71	26,46	9,88	8,79	9,39	3,33	3,69	6,44	10,90	19,53
24-05-2013	12,31	26,01	9,68	8,54	9,87	3,21	4,81	7,07	10,67	19,63
31-05-2013	11,87	16,16	9,48	8,48	8,09	3,87	4,12	6,50	10,35	13,26
07-06-2013	11,81	15,97	9,57	8,31	8,95	3,60	3,87	7,22	10,05	12,68
14-06-2013	11,81	15,71	9,71	8,29	9,00	4,11	4,01	7,29	9,97	12,30
21-06-2013	11,88	16,27	9,67	8,29	9,81	3,24	4,56	8,28	10,03	12,74
28-06-2013	11,78	15,70	9,48	8,30	9,27	4,35	4,28	8,15	9,93	12,24
05-07-2013	12,10	16,14	9,78	8,49	10,51	3,46	4,09	8,71	10,39	13,08
12-07-2013	12,35	16,31	10,21	8,78	10,57	4,31	4,23	8,93	10,70	13,38
19-07-2013	12,60	16,72	10,22	9,04	10,75	4,17	4,20	9,48	11,13	14,13
26-07-2013	12,81	16,87	10,18	9,31	10,63	4,06	3,90	9,13	11,46	14,52
02-08-2013	12,84	16,72	10,26	9,51	11,14	3,53	4,14	9,76	11,49	14,34
09-08-2013	12,93	17,49	10,58	9,66	10,41	3,76	4,55	8,98	11,73	15,30
16-08-2013	13,03	18,51	10,68	9,77	10,46	4,55	4,53	9,24	11,86	16,31
23-08-2013	13,32	17,84	10,78	9,92	11,17	3,82	3,76	9,93	12,04	15,59
30-08-2013	13,47	17,63	10,69	10,03	11,61	4,19	4,29	10,70	12,01	15,09
06-09-2013	13,76	17,90	11,41	10,43	11,63	3,94	4,02	10,20	12,52	15,74
13-09-2013	13,95	17,69	11,56	10,70	12,04	3,49	3,49	10,97	12,69	15,53
20-09-2013	14,05	18,20	11,66	10,91	11,29	3,76	3,57	9,94	12,92	16,20
27-09-2013	14,00	17,74	11,21	10,89	10,34	4,09	3,76	9,54	12,85	15,75
04-10-2013	13,99	17,76	11,54	11,00	11,55	4,14	4,48	10,31	12,89	15,86
11-10-2013	13,97	16,87	11,74	10,95	10,57	3,94	3,88	9,26	12,88	15,11
18-10-2013	13,44	21,41	12,13	10,85	10,84	3,75	4,23	9,59	12,83	20,45
25-10-2013	13,85	18,88	11,84	10,90	10,88	3,83	3,78	9,62	12,96	17,32
01-11-2013	13,90	18,32	11,67	10,83	10,80	3,74	3,97	9,48	12,84	16,47
08-11-2013	13,88	17,21	11,80	10,67	11,52	3,76	4,16	10,06	12,69	15,35
15-11-2013	13,75	17,22	11,35	10,58	9,79	3,69	3,58	8,64	12,53	15,17
22-11-2013	13,71	17,71	10,86	10,53	11,16	3,85	3,67	10,00	12,53	15,73
29-11-2013	13,63	17,14	10,74	10,51	10,89	3,87	4,29	9,87	12,37	15,05
06-12-2013	13,53	17,31	11,04	10,56	11,44	3,63	4,18	10,11	12,42	15,37
13-12-2013	13,65	17,35	11,02	10,58	11,52	4,29	4,07	10,06	12,48	15,34
20-12-2013	13,39	17,48	10,99	10,56	11,69	4,40	4,12	10,77	12,34	15,55
27-12-2013	13,72	16,99	10,90	10,73	10,60	4,19	4,45	9,83	12,58	15,12
03-01-2014	14,30	18,99	10,71	10,69	12,89	4,53	4,29	12,06	12,59	16,30
10-01-2014	14,92	19,40	13,25	11,28	12,65	3,91	3,96	11,66	13,56	17,30
17-01-2014	15,17	19,21	13,19	11,37	12,95	4,15	4,20	11,96	13,70	17,10
24-01-2014	15,20	18,99	13,28	11,47	12,94	4,57	3,97	12,02	13,80	16,98
31-01-2014	15,56	18,96	13,77	11,69	14,81	4,63	4,01	14,19	13,92	16,63
07-02-2014	16,62	20,18	15,04	12,53	15,58	4,43	4,49	14,52	14,96	18,07
14-02-2014	16,81	19,97	15,16	13,12	15,35	3,71	4,33	14,43	15,58	18,37
21-02-2014	16,83	20,58	15,14	13,12	15,75	4,05	3,70	14,65	15,54	18,94
28-02-2014	17,05	20,29	15,03	13,35	15,12	4,44	3,94	14,20	15,75	18,65
07-03-2014	17,01	20,25	15,34	13,40	15,72	4,46	4,37	15,02	15,77	18,65
14-03-2014	17,11	20,28	15,20	13,50	15,99	4,71	4,19	15,04	15,77	18,50
21-03-2014	17,24	20,85	15,16	13,49	16,05	3,92	4,18	15,31	15,97	19,25
28-03-2014	17,23	20,07	15,14	13,63	16,49	4,02	3,95	15,92	16,05	18,56
04-04-2014	17,08	20,28	15,18	13,65	15,95	4,09	4,44	15,05	16,00	18,85
11-04-2014	16,96	20,06	15,07	13,61	14,88	3,95	3,96	13,77	15,98	18,74
18-04-2014	16,73	20,41	14,75	13,48	14,86	3,78	3,81	14,00	15,82	19,13
25-04-2014	16,69	20,50	14,64	13,34	14,56	3,84	3,35	13,63	15,65	19,05
02-05-2014	16,80	20,19	14,49	13,21	14,54	4,09	3,78	13,60	15,63	18,60
09-05-2014	16,81	19,85	14,65	13,00	14,89	3,80	3,87	14,00	15,50	18,13
16-05-2014	16,73	19,97	14,34	12,98	13,29	2,89	3,89	12,30	15,45	18,27
23-05-2014	16,55	20,34	14,16	12,84	14,07	3,44	4,78	13,18	15,36	18,75
30-05-2014	16,53	19,58	13,80	12,69	13,97	3,45	3,74	13,14	15,20	17,82
06-06-2014	16,43	19,96	13,95	12,54	14,26	3,30	3,35	13,23	15,02	18,00
13-06-2014	16,07	19,61	13,52	12,34	13,86	3,60	3,27	12,92	14,69	17,63
20-06-2014	15,67	20,23	13,22	12,25	13,94	3,01	3,98	13,09	14,47	18,35
27-06-2014	15,67	19,64	12,53	12,02	11,95	3,35	3,77	11,23	14,33	17,66
04-07-2014	15,58	19,56	12,36	11,75	12,82	3,45	4,40	11,83	14,09	17,39
11-07-2014	15,41	19,45	12,85	11,53	12,98	2,91	3,07	11,98	13,90	17,22
18-07-2014	15,11	19,48	12,99	11,32	13,09	3,24	3,50	12,01	13,73	17,38
25-07-2014	15,17	19,03	12,94	11,24	12,56	3,64	3,87	11,63	13,74	16,92
01-08-2014	14,96	21,66	12,79	11,09	8,54	3,35	3,41	7,19	13,86	20,32
08-08-2014	15,03	19,25	12,98	11,10	12,65	3,11	4,35	11,44	13,65	17,22
15-08-2014	15,08	19,18	12,95	11,06	11,68	3,25	3,55	10,45	13,50	16,81
22-08-2014	15,09	19,74	12,83	11,01	12,93	3,36	3,88	12,06	13,43	17,30
29-08-2014	15,22	19,14	12,65	11,03	12,34	3,24	3,67	11,36	13,47	16,63
05-09-2014	15,01	19,86	12,92	11,02	12,94	3,55	3,14	11,41	13,38	17,38
12-09-2014	14,90	18,71	12,81	10,94	12,74	3,61	3,83	11,50	13,29	16,30
19-09-2014	14,80	19,43	12,62	10,90	12,88	3,14	3,17	11,68	13,23	16,98
26-09-2014	14,72	18,76	12,51	10,77	10,32	3,83	3,40	9,39	13,14	16,36
03-10-2014	14,74	19,54	12,39	10,72	12,68	3,70	4,46	11,70	12,96	16,79
10-10-2014	14,96	20,58	12,66	10,77	12,69	3,35	3,79	11,62	13,28	18,21
17-10-2014	14,88	19,46	12,63	10,81	13,16	3,48	3,78	12,00	13,30	17,08
24-10-2014	15,05	19,37	12,29	10,69	13,14	4,09	3,65	12,05	13,23	16,81
31-10-2014	14,92	19,46	11,89	10,77	12,72	3,47	4,03	11,44	13,25	17,05
07-11-2014	14,98	18,96	12,73	10,94	13,30	4,06	3,65	12,04	13,33	16,57
14-11-2014	14,81	18,53	12,45	10,90	13,24	3,15	3,47	11,86	13,22	16,17
21-11-2014	14,66	19,32	12,23	10,73	12,75	3,28	3,61	11,61	13,13	17,01
28-11-2014	14,27	17,07	12,09	11,08	12,84	3,49	3,77	11,75	13,07	15,17
05-12-2014	14,63	19,03	12,69	11,07	13,10	3,23	3,90	11,82	13,21	16,69
12-12-2014	14,39	18,52	12,70	10,99	12,61	3,34	3,25	11,28	13,09	16,32
19-12-2014	14,23	18,84	12,51	10,96	12,86	3,29	3,81	11,72	13,00	16,67
26-12-2014	14,30	18,66	12,50	11,03	11,15	3,75	4,02	10,05	13,07	16,51
02-01-2015	14,79	18,45	12,33	10,97	13,05	4,08	5,27	11,80	13,69	16,85
09-01-2015	14,96	18,45	13,05	11,08	13,29	3,68	3,43	11,99	13,89	16,90
16-01-2015	14,88	18,32	13,06	11,05	11,62	3,13	4,23	10,09	13,83	16,80
23-01-2015	14,88	18,58	13,03	11,02	13,15	2,77	3,84	11,98	13,84	17,07
30-01-2015	14,81	18,13	13,06	10,91	12,72	2,83	3,56	11,52	13,77	16,64
06-02-2015	14,91	18,47	13,09	10,85	12,99	2,87	3,48	11,51	13,74	16,81
13-02-2015	15,03	18,29	13,10	10,80	12,95	2,90	3,83	11,50	13,75	16,51
20-02-2015	14,79	18,85	13,10	10,79	13,00	2,64	3,51	11,50	13,61	17,11
27-02-2015	14,83	18,36	12,94	10,75	11,89	3,29	4,24	10,90	13,54	16,49
06-03-2015	14,73	18,34	12,81	10,76	13,05	2,63	3,38	11,65	13,44	16,44
13-03-2015	14,71	18,21	12,60	10,75	13,29	3,22	3,66	11,98	13,22	15,99
20-03-2015	14,61	18,54	12,54	10,81	13,21	2,77	3,48	11,70	13,23	16,41
27-03-2015	14,65	18,12	12,36	10,95	11,78	2,99	3,47	10,77	13,48	16,35
03-04-2015	14,79	18,24	12,56	10,96	13,39	3,02	3,31	12,23	13,57	16,42
10-04-2015	14,78	18,12	12,91	10,96	13,15	3,02	3,50	11,29	13,57	16,34
17-04-2015	14,65	18,16	12,88	10,96	12,94	2,69	3,58	11,83	13,48	16,38
24-04-2015	15,13	18,98	12,82	10,98	13,28	3,19	3,21	12,17	13,75	17,00
01-05-2015	15,24	19,00	12,89	11,18	13,10	3,09	3,07	12,01	13,80	16,91
08-05-2015	15,40	18,61	13,28	11,46	13,99	3,14	3,49	12,72	14,12	16,82
15-05-2015	15,45	18,52	13,35	11,58	12,51	3,20	3,89	11,20	14,21	16,79
22-05-2015	15,56	19,53	13,14	11,63	13,49	2,92	3,29	12,40	14,47	17,98
29-05-2015	15,50	18,66	13,03	11,60	13,39	3,68	3,75	12,39	14,25	16,89
05-06-2015	15,44	18,59	13,23	11,63	13,78	3,15	3,87	12,79	14,16	16,77
12-06-2015	15,53	18,56	13,47	11,71	14,17	2,67	3,94	13,03	14,26	16,74
19-06-2015	16,30	19,82	13,49	11,98	14,49	2,77	3,46	13,40	14,96	18,05
26-06-2015	15,43	19,25	13,58	12,14	11,85	2,71	3,72	10,75	14,48	17,76
03-07-2015	15,59	19,66	13,46	12,18	14,32	3,48	3,91	13,09	14,55	18,04
10-07-2015	15,67	19,25	13,71	12,27	14,14	2,84	4,48	12,96	14,72	17,80
17-07-2015	15,82	19,66	13,71	12,29	14,76	3,54	3,89	13,00	14,95	18,38
24-07-2015	15,64	19,94	13,61	12,33	14,01	3,28	3,31	13,06	14,85	18,70
31-07-2015	15,79	19,63	13,52	12,33	11,21	3,09	4,00	10,09	14,80	18,13
07-08-2015	15,79	19,57	13,90	12,42	14,43	2,82	3,56	13,15	14,80	18,05
14-08-2015	15,85	19,36	14,09	12,42	14,61	2,62	4,03	13,15	14,77	17,71
21-08-2015	16,04	19,69	14,02	12,57	14,64	2,81	4,08	13,67	14,92	18,04
28-08-2015	16,50	20,04	14,55	12,93	14,96	2,80	3,53	14,00	15,36	18,36
04-09-2015	16,60	20,26	14,85	13,30	15,36	2,96	3,91	14,20	15,57	18,76
11-09-2015	16,90	20,24	15,20	13,44	14,57	2,96	4,36	13,36	15,73	18,60
18-09-2015	17,08	20,51	15,16	13,81	15,71	2,58	3,47	14,59	16,12	19,13
25-09-2015	17,05	23,10	15,58	13,74	17,01	2,73	3,80	15,59	16,54	22,49
02-10-2015	17,39	21,64	15,68	14,08	16,34	2,91	4,25	15,22	16,41	20,30
09-10-2015	17,68	21,05	15,98	14,26	16,13	2,88	3,52	14,79	16,76	19,80
16-10-2015	17,81	21,26	15,75	14,35	14,81	2,87	4,35	13,48	16,81	19,94
